timestamp,open,high,low,close,volume
2022-01-03 00:00:00+00:00,1.1,1.10044,1.09987,1.1,3589.0
2022-01-03 00:15:00+00:00,1.10006,1.10029,1.09966,1.1002,4265.0
2022-01-03 00:30:00+00:00,1.10021,1.10032,1.09943,1.09952,2070.0
2022-01-03 00:45:00+00:00,1.09951,1.10018,1.0988,1.10001,1272.0
2022-01-03 01:00:00+00:00,1.09996,1.10084,1.09982,1.10062,2402.0
2022-01-03 01:15:00+00:00,1.10065,1.10095,1.09911,1.09935,3254.0
2022-01-03 01:30:00+00:00,1.09934,1.09956,1.09826,1.0985,3876.0
2022-01-03 01:45:00+00:00,1.09857,1.09911,1.09783,1.09858,3890.0
2022-01-03 02:00:00+00:00,1.09865,1.09866,1.09772,1.09838,2029.0
2022-01-03 02:15:00+00:00,1.09839,1.0984,1.09809,1.09836,4712.0
2022-01-03 02:30:00+00:00,1.09843,1.09851,1.09781,1.09781,874.0
2022-01-03 02:45:00+00:00,1.09772,1.09842,1.0977,1.09838,1025.0
2022-01-03 03:00:00+00:00,1.09823,1.09957,1.0981,1.09922,611.0
2022-01-03 03:15:00+00:00,1.09894,1.09939,1.09872,1.0993,4668.0
2022-01-03 03:30:00+00:00,1.09944,1.10076,1.09912,1.10052,1310.0
2022-01-03 03:45:00+00:00,1.10048,1.10106,1.10029,1.10103,3206.0
2022-01-03 04:00:00+00:00,1.10098,1.10139,1.09968,1.10009,4158.0
2022-01-03 04:15:00+00:00,1.10013,1.10069,1.09999,1.10049,3950.0
2022-01-03 04:30:00+00:00,1.1007,1.10091,1.09908,1.09945,4769.0
2022-01-03 04:45:00+00:00,1.09934,1.10055,1.09923,1.1004,741.0
2022-01-03 05:00:00+00:00,1.10042,1.10072,1.10014,1.10035,2331.0
2022-01-03 05:15:00+00:00,1.10022,1.1007,1.09895,1.10015,2777.0
2022-01-03 05:30:00+00:00,1.10019,1.10049,1.09916,1.09941,3632.0
2022-01-03 05:45:00+00:00,1.09921,1.10088,1.09895,1.10074,3301.0
2022-01-03 06:00:00+00:00,1.10058,1.10121,1.10047,1.10057,3019.0
2022-01-03 06:15:00+00:00,1.10061,1.10074,1.10003,1.1001,1880.0
2022-01-03 06:30:00+00:00,1.10021,1.10022,1.09944,1.09972,979.0
2022-01-03 06:45:00+00:00,1.0997,1.10043,1.09914,1.1003,2442.0
2022-01-03 07:00:00+00:00,1.10008,1.101,1.10006,1.10093,4276.0
2022-01-03 07:15:00+00:00,1.10079,1.10166,1.10077,1.10165,4703.0
2022-01-03 07:30:00+00:00,1.10141,1.10266,1.1013,1.1024,10489.0
2022-01-03 07:45:00+00:00,1.10244,1.10676,1.10236,1.10614,5764.0
2022-01-03 08:00:00+00:00,1.10625,1.1065,1.1054,1.10543,7737.0
2022-01-03 08:15:00+00:00,1.10538,1.10564,1.10433,1.10453,1679.0
2022-01-03 08:30:00+00:00,1.10455,1.10466,1.10309,1.10311,6257.0
2022-01-03 08:45:00+00:00,1.1032,1.10422,1.10295,1.10419,5352.0
2022-01-03 09:00:00+00:00,1.10428,1.10582,1.10338,1.10542,1056.0
2022-01-03 09:15:00+00:00,1.10559,1.10569,1.10461,1.10529,1462.0
2022-01-03 09:30:00+00:00,1.10521,1.10547,1.10428,1.10438,4013.0
2022-01-03 09:45:00+00:00,1.10432,1.10505,1.10293,1.10348,4625.0
2022-01-03 10:00:00+00:00,1.10339,1.10429,1.1032,1.10418,2784.0
2022-01-03 10:15:00+00:00,1.10424,1.10526,1.10418,1.105,4894.0
2022-01-03 10:30:00+00:00,1.10505,1.10568,1.10503,1.10559,1310.0
2022-01-03 10:45:00+00:00,1.1056,1.10568,1.10459,1.10486,1848.0
2022-01-03 11:00:00+00:00,1.10492,1.10513,1.10459,1.10511,4685.0
2022-01-03 11:15:00+00:00,1.10512,1.10525,1.10507,1.10524,1288.0
2022-01-03 11:30:00+00:00,1.10548,1.10562,1.10537,1.10548,3467.0
2022-01-03 11:45:00+00:00,1.1056,1.10648,1.1044,1.10643,1487.0
2022-01-03 12:00:00+00:00,1.10639,1.10709,1.10598,1.10692,5479.0
2022-01-03 12:15:00+00:00,1.10688,1.10853,1.10647,1.10841,6380.0
2022-01-03 12:30:00+00:00,1.10844,1.10923,1.10839,1.10855,3397.0
2022-01-03 12:45:00+00:00,1.10852,1.1104,1.10834,1.10919,9599.0
2022-01-03 13:00:00+00:00,1.10911,1.11089,1.10867,1.11057,9596.0
2022-01-03 13:15:00+00:00,1.11067,1.11084,1.10732,1.10738,6772.0
2022-01-03 13:30:00+00:00,1.10737,1.10762,1.10638,1.10668,6934.0
2022-01-03 13:45:00+00:00,1.10656,1.10663,1.10544,1.10565,1135.0
2022-01-03 14:00:00+00:00,1.10568,1.10589,1.10478,1.10495,1553.0
2022-01-03 14:15:00+00:00,1.10487,1.10508,1.10426,1.10465,679.0
2022-01-03 14:30:00+00:00,1.10479,1.10645,1.10463,1.10628,4354.0
2022-01-03 14:45:00+00:00,1.10642,1.10716,1.10488,1.10533,1523.0
2022-01-03 15:00:00+00:00,1.10525,1.10663,1.10492,1.10639,2032.0
2022-01-03 15:15:00+00:00,1.10627,1.10637,1.10416,1.10455,4292.0
2022-01-03 15:30:00+00:00,1.10459,1.1046,1.10407,1.10419,3709.0
2022-01-03 15:45:00+00:00,1.10424,1.10465,1.10406,1.10436,3296.0
2022-01-03 16:00:00+00:00,1.1046,1.10512,1.10368,1.105,673.0
2022-01-03 16:15:00+00:00,1.10489,1.10618,1.10489,1.10578,3033.0
2022-01-03 16:30:00+00:00,1.10577,1.10672,1.10543,1.10665,3024.0
2022-01-03 16:45:00+00:00,1.10671,1.10692,1.10599,1.10626,1935.0
2022-01-03 17:00:00+00:00,1.10615,1.10617,1.10568,1.10576,3852.0
2022-01-03 17:15:00+00:00,1.10555,1.10678,1.10555,1.1067,4682.0
2022-01-03 17:30:00+00:00,1.10667,1.10685,1.10637,1.10649,1665.0
2022-01-03 17:45:00+00:00,1.10647,1.10651,1.10481,1.10509,1990.0
2022-01-03 18:00:00+00:00,1.10521,1.10527,1.10376,1.10385,1950.0
2022-01-03 18:15:00+00:00,1.1039,1.10409,1.10271,1.10285,4257.0
2022-01-03 18:30:00+00:00,1.10294,1.10393,1.10223,1.10339,849.0
2022-01-03 18:45:00+00:00,1.10359,1.10379,1.10354,1.10355,4531.0
2022-01-03 19:00:00+00:00,1.10355,1.10432,1.1034,1.1043,3987.0
2022-01-03 19:15:00+00:00,1.10414,1.10417,1.10358,1.10383,2675.0
2022-01-03 19:30:00+00:00,1.10384,1.10432,1.1034,1.10401,3125.0
2022-01-03 19:45:00+00:00,1.10403,1.10477,1.10373,1.10469,4524.0
